registration_number,business_type,registration_date,name_in_pdf,search_name,association,source_page,match_status,match_count,official_name,corporate_number,official_address_with_postcode
3235,第３種,平成04年11月24日,タイホー通商株式会社(太和旅行),タイホー通商株式会社,,2,unique_match,1,タイホー通商株式会社,6013301006964,〒171-0043 東京都豊島区要町３丁目４３番１０号
3240,第２種,平成05年01月14日,株式会社新中央トラベル,株式会社新中央トラベル,ＡＮＴＡ,2,unique_match,1,株式会社新中央トラベル,8012801002166,〒196-0012 東京都昭島市つつじが丘３丁目５番６－１０３号
3241,第３種,平成05年01月18日,東京芸術大学生活協同組合,東京芸術大学生活協同組合,,2,unique_match,1,東京芸術大学生活協同組合,5010505000951,〒110-0007 東京都台東区上野公園１２番８号
3257,第２種,昭和55年04月25日,株式会社北信州観光協会,株式会社北信州観光協会,ＡＮＴＡ,2,unique_match,1,株式会社北信州観光協会,7010501003452,〒111-0036 東京都台東区松が谷１丁目４番６－２０２号
3266,第２種,平成05年04月09日,株式会社ソニックツアーズ,株式会社ソニックツアーズ,ＡＮＴＡ,2,unique_match,1,株式会社ソニックツアーズ,6010401060272,〒105-0012 東京都港区芝大門１丁目３番９号芝大門第一ビル９Ｆ
3275,第３種,平成05年05月18日,新東亜トラベル株式会社,新東亜トラベル株式会社,,2,unique_match,1,新東亜トラベル株式会社,6011101008958,〒156-0052 東京都世田谷区経堂１丁目１９番７号セントラル経堂２１６
3279,第３種,平成05年06月22日,有限会社パイオニアトラベル,有限会社パイオニアトラベル,,2,unique_match,1,有限会社パイオニアトラベル,1010902011729,〒156-0043 東京都世田谷区松原１丁目５２番６号
3284,第２種,平成05年07月13日,株式会社銀座プラネットサービス,株式会社銀座プラネットサービス,ＪＡＴＡ,2,unique_match,1,株式会社銀座プラネットサービス,6010001041202,〒104-0045 東京都中央区築地１丁目５番８号
3293,第３種,平成05年08月31日,一橋大学消費生活協同組合,一橋大学消費生活協同組合,,2,unique_match,1,一橋大学消費生活協同組合,5012405000172,〒186-0004 東京都国立市中２丁目１番地一橋大学
3309,第３種,平成05年12月03日,株式会社メイクアップツーリスト,株式会社メイクアップツーリスト,,2,unique_match,1,株式会社メイクアップツーリスト,4011401006291,〒174-0056 東京都板橋区志村１丁目３５番１号
3321,第３種,平成06年02月21日,有限会社東京ツーリスト,有限会社東京ツーリスト,ＡＮＴＡ,2,unique_match,1,有限会社東京ツーリスト,2011502009955,〒116-0012 東京都荒川区東尾久６丁目８番３号
3332,第２種,平成06年04月01日,有限会社トラベルプランニングオフィス,有限会社トラベルプランニングオフィス,ＡＮＴＡ,2,unique_match,1,有限会社トラベルプランニングオフィス,3011002018233,〒150-0036 東京都渋谷区南平台町４番８号
3346,第３種,平成06年06月16日,有限会社旅プラン,有限会社旅プラン,,2,duplicate_name,3,,,
3350,第２種,平成06年07月05日,アップル旅建株式会社,アップル旅建株式会社,ＡＮＴＡ,2,unique_match,1,アップル旅建株式会社,1011401000347,〒174-0056 東京都板橋区志村２丁目２０番２４号
3351,第２種,平成06年07月05日,サンキュウビジネスサービス株式会社(サンキュウトラベル),サンキュウビジネスサービス株式会社,ＪＡＴＡ,2,unique_match,1,サンキュウビジネスサービス株式会社,1010001045050,〒104-0054 東京都中央区勝どき６丁目５番３号
3363,第３種,平成06年08月25日,住ベサービス株式会社,住ベサービス株式会社,ＡＮＴＡ,2,unique_match,1,住ベサービス株式会社,2010701005071,〒140-0002 東京都品川区東品川２丁目５番８号
3373,第２種,昭和48年02月01日,株式会社スギヤマトラベル,株式会社スギヤマトラベル,ＡＮＴＡ,2,unique_match,1,株式会社スギヤマトラベル,4010001047622,〒104-0061 東京都中央区銀座１丁目６番１１号
3391,第３種,平成06年11月21日,株式会社共同観光バス,株式会社共同観光バス,ＡＮＴＡ,2,unique_match,1,株式会社共同観光バス,1012701002751,〒202-0011 東京都西東京市泉町３丁目２番２号
3401,第３種,平成07年03月07日,東建商事株式会社,東建商事株式会社,,2,duplicate_name,5,,,
3407,第３種,平成07年04月04日,日盛株式会社,日盛株式会社,,2,duplicate_name,8,,,
3410,第２種,平成07年05月30日,栄光商事株式会社,栄光商事株式会社,ＡＮＴＡ,2,duplicate_name,21,,,
3419,第３種,平成07年07月20日,株式会社セブンシーズ,株式会社セブンシーズ,,3,duplicate_name,59,,,
3421,第２種,平成07年07月27日,菱建商事株式会社(菱建トラベル),菱建商事株式会社,ＡＮＴＡ,3,unique_match,1,菱建商事株式会社,9010601031979,〒114-0013 東京都北区東田端２丁目１番３号
3441,第３種,平成07年11月10日,株式会社ＫＡＪＩＭＯＴＯ,株式会社ＫＡＪＩＭＯＴＯ,,3,unique_match,1,株式会社ＫＡＪＩＭＯＴＯ,2010001040562,〒104-0061 東京都中央区銀座６丁目４番１号
3443,第３種,平成07年11月15日,有限会社アセント,有限会社アセント,,3,duplicate_name,20,,,
3449,第２種,平成07年12月21日,株式会社ピーディークラブ(Ｐ．Ｄ　ＣＬＵＢ),株式会社ピーディークラブ,ＡＮＴＡ,3,unique_match,1,株式会社ピーディークラブ,2011001029728,〒151-0066 東京都渋谷区西原３丁目２３番９号オリオンビル
3453,第３種,平成08年01月11日,株式会社新日本エージェンシー,株式会社新日本エージェンシー,ＡＮＴＡ,3,not_found,0,,,
3493,第３種,平成08年03月05日,國學院大學生活協同組合,國學院大學生活協同組合,,3,unique_match,1,國學院大學生活協同組合,1011005000859,〒150-0011 東京都渋谷区東４丁目１０番２８号
3494,第３種,平成08年03月05日,株式会社イッツ・ワールド,株式会社イッツ・ワールド,,3,unique_match,1,株式会社イッツ・ワールド,2010001036998,〒103-0015 東京都中央区日本橋箱崎町３２番３－８１５号
3497,第３種,平成08年03月06日,株式会社パシフィックオーシャンツアーズ,株式会社パシフィックオーシャンツアーズ,,3,unique_match,1,株式会社パシフィックオーシャンツアーズ,3011001028654,〒154-0017 東京都世田谷区世田谷１丁目２０番６号
3498,第３種,平成08年03月06日,キャピトル航空サービス株式会社,キャピトル航空サービス株式会社,ＪＡＴＡ,3,unique_match,1,キャピトル航空サービス株式会社,1011101005349,〒162-0065 東京都新宿区住吉町２番１８－９０６号
3513,第３種,平成08年03月11日,株式会社スカイネットワーク,株式会社スカイネットワーク,,3,unique_match,1,株式会社スカイネットワーク,8010401034836,〒106-0045 東京都港区麻布十番２丁目３番３号
3518,第３種,平成08年03月12日,日軽ニュービジネス株式会社,日軽ニュービジネス株式会社,,3,unique_match,1,日軽ニュービジネス株式会社,6010701007394,〒105-0004 東京都港区新橋１丁目１番１３号
3527,第２種,平成08年03月12日,株式会社ニッサントラベル,株式会社ニッサントラベル,ＡＮＴＡ,3,unique_match,1,株式会社ニッサントラベル,7010401021678,〒105-0003 東京都港区西新橋１丁目１９番５号
3535,第３種,平成08年03月13日,ジェイトップトラベル株式会社,ジェイトップトラベル株式会社,,3,unique_match,1,ジェイトップトラベル株式会社,7010001046522,〒103-0001 東京都中央区日本橋小伝馬町１５番２０号
3536,第３種,平成08年03月13日,ＴＤＫサービス株式会社,ＴＤＫサービス株式会社,,3,unique_match,1,ＴＤＫサービス株式会社,4010001051054,〒103-0027 東京都中央区日本橋２丁目５番１号
3558,第３種,平成08年03月15日,株式会社ユニヴァーサルツーリングコーポレーション,株式会社ユニヴァーサルツーリングコーポレーション,,3,unique_match,1,株式会社ユニヴァーサルツーリングコーポレーション,9011101021735,〒135-0011 東京都江東区扇橋１丁目４番７号
3581,第３種,平成08年03月19日,株式会社グリーンフィールドサービス,株式会社グリーンフィールドサービス,ＡＮＴＡ,3,unique_match,1,株式会社グリーンフィールドサービス,6011101005732,〒160-0023 東京都新宿区西新宿７丁目１９番２２号
3583,第３種,平成08年03月21日,株式会社アラ・ブランカ・フライト,株式会社アラ・ブランカ・フライト,,3,unique_match,1,株式会社アラ・ブランカ・フライト,8011601000479,〒179-0081 東京都練馬区北町２丁目２０番９号
3591,第３種,平成08年03月21日,株式会社ウイング・ハウス,株式会社ウイング・ハウス,,3,unique_match,1,株式会社ウイング・ハウス,3011101038826,〒160-0022 東京都新宿区新宿１丁目３１番１２号
3609,第２種,平成08年03月25日,株式会社ＨＭＣ(にこまるツアー),株式会社ＨＭＣ,ＡＮＴＡ,3,duplicate_name,29,,,
3628,第３種,平成08年03月27日,株式会社ハーティ,株式会社ハーティ,,3,duplicate_name,11,,,
3632,第３種,平成08年03月28日,株式会社カナディアンネットワーク(アルパインネットワーク),株式会社カナディアンネットワーク,ＪＡＴＡ,3,unique_match,1,株式会社カナディアンネットワーク,6010401007117,〒103-0014 東京都中央区日本橋蛎殻町１丁目３６番９号ブロードシティ東京５０９号室
3644,第３種,平成08年03月29日,株式会社ガンプ(ガンプトラベルズ),株式会社ガンプ,ＪＡＴＡ,3,duplicate_name,3,,,
3659,第３種,昭和52年12月02日,株式会社太陽トラベル,株式会社太陽トラベル,ＪＡＴＡ,3,duplicate_name,2,,,
3668,第３種,昭和61年03月17日,株式会社旅行倶楽部,株式会社旅行倶楽部,ＪＡＴＡ,3,unique_match,1,株式会社旅行倶楽部,6011001025211,〒150-0032 東京都渋谷区鶯谷町４番１１号カイホビル
3674,第３種,昭和63年04月07日,ＪＡＭトラベル＆サポート株式会社,ＪＡＭトラベル＆サポート株式会社,ＪＡＴＡ,3,unique_match,1,ＪＡＭトラベル＆サポート株式会社,6010401030102,〒105-0014 東京都港区芝２丁目２０番１２号
3694,第３種,平成04年08月26日,スミリンエンタープライズ株式会社,スミリンエンタープライズ株式会社,ＪＡＴＡ,3,unique_match,1,スミリンエンタープライズ株式会社,4010001093088,〒160-0023 東京都新宿区西新宿２丁目３番１号新宿モノリス２７階
3706,第３種,平成06年08月26日,株式会社ネットワークインターナショナル,株式会社ネットワークインターナショナル,,3,duplicate_name,2,,,
3707,第３種,平成06年08月26日,株式会社太平ティアンドアイ,株式会社太平ティアンドアイ,ＪＡＴＡ,3,unique_match,1,株式会社太平ティアンドアイ,7010001021789,〒101-0051 東京都千代田区神田神保町２丁目４番地
3710,第３種,平成06年10月26日,株式会社エーアイジャパン,株式会社エーアイジャパン,ＪＡＴＡ,3,unique_match,1,株式会社エーアイジャパン,8120001268699,〒530-0004 大阪府大阪市北区堂島浜２丁目２番２８号
3716,第３種,平成07年05月08日,株式会社ＪＴＢグローバルアシスタンス,株式会社ＪＴＢグローバルアシスタンス,ＪＡＴＡ,3,unique_match,1,株式会社ＪＴＢグローバルアシスタンス,4010001019514,〒101-0032 東京都千代田区岩本町２丁目１番１５号
3734,第３種,平成08年04月08日,株式会社セブンツーリスト(ＵＬＴＲＡ),株式会社セブンツーリスト,ＡＮＴＡ,3,unique_match,1,株式会社セブンツーリスト,3013301006414,〒171-0022 東京都豊島区南池袋１丁目１番１１号
